"","LGA","count","Gender","percentage"
"560","11150",1329,"Female",0.504555808656036
"561","11200",802,"Female",0.485766202301635
"562","11250",9091,"Female",0.513383781341766
"563","11300",19028,"Female",0.516938792143226
"564","11350",16361,"Female",0.518475091900114
"565","11400",6699,"Female",0.500448229493501
"566","11450",39884,"Female",0.509908205272444
"567","11500",79999,"Female",0.509528298281594
"568","11520",45666,"Female",0.518843378969494
"569","11570",173977,"Female",0.502385201356042
"570","11600",1303,"Female",0.479220301581464
"571","11650",168972,"Female",0.515573510386409
"572","11700",859,"Female",0.468630660120022
"573","11720",27928,"Female",0.502663786897048
"574","11730",25530,"Female",0.50383848749778
"575","11750",2255,"Female",0.485259307079836
"576","11800",37629,"Female",0.515861482781312
"577","12000",2156,"Female",0.499652375434531
"578","12150",1970,"Female",0.502807554874936
"579","12350",6308,"Female",0.506260032102729
"580","12380",105000,"Female",0.485933385474757
"581","12700",4479,"Female",0.499052924791086
"582","12730",4492,"Female",0.50751327533612
"583","12750",18955,"Female",0.509105070906747
"584","12850",100855,"Female",0.507275534788273
"585","12870",6174,"Female",0.502891585892319
"586","12900",4784,"Female",0.499009074788776
"587","12930",75086,"Female",0.511342200066739
"588","12950",2142,"Female",0.505665722379603
"589","13010",4453,"Female",0.503961068356722
"590","13310",14631,"Female",0.494140295180519
"591","13340",5170,"Female",0.499468650371945
"592","13450",12847,"Female",0.501033501033501
"593","13510",5624,"Female",0.504802082398348
"594","13550",6107,"Female",0.499959066721244
"595","13660",2592,"Female",0.492963103841765
"596","13800",32635,"Female",0.505248327966312
"597","13850",1461,"Female",0.495926680244399
"598","13910",9402,"Female",0.508271164450211
"599","14000",73027,"Female",0.511870299368459
"600","14100",7016,"Female",0.501178655618258
"601","14170",93302,"Female",0.512527260042957
"602","14200",8423,"Female",0.511011345022144
"603","14300",2720,"Female",0.43208895949166
"604","14350",14439,"Female",0.499878829842479
"605","14400",10936,"Female",0.509504286246739
"606","14500",61394,"Female",0.520054551769121
"607","14550",4411,"Female",0.493400447427293
"608","14600",3099,"Female",0.500322893122377
"609","14650",101077,"Female",0.512116775007473
"610","14700",18313,"Female",0.507974813458711
"611","14750",5633,"Female",0.504387535816619
"612","14850",22160,"Female",0.513735945288049
"613","14870",10401,"Female",0.493172119487909
"614","14900",102975,"Female",0.503974041482729
"615","14920",3815,"Female",0.496292441784832
"616","14950",1579,"Female",0.506252003847387
"617","15050",39571,"Female",0.511881508311235
"618","15240",46215,"Female",0.511777017374838
"619","15270",11975,"Female",0.497383286260176
"620","15300",6520,"Female",0.495478379816095
"621","15350",15290,"Female",0.536962247585601
"622","15520",5881,"Female",0.503510273972603
"623","15560",1812,"Female",0.472367049009385
"624","15650",7837,"Female",0.487193833146836
"625","15700",9794,"Female",0.509785550697481
"626","15750",6559,"Female",0.501299296851116
"627","15800",2953,"Female",0.504527592687511
"628","15850",3226,"Female",0.500620732464308
"629","15900",78766,"Female",0.506823841298235
"630","15950",35744,"Female",0.528304117768778
"631","15990",129370,"Female",0.511590569365465
"632","16100",2543,"Female",0.479720807394831
"633","16150",20728,"Female",0.513781479278207
"634","16200",7416,"Female",0.507667031763417
"635","16260",112996,"Female",0.499652883718257
"636","16350",99243,"Female",0.506171391266206
"637","16380",40846,"Female",0.520072830058952
"638","16400",35174,"Female",0.505693254356202
"639","16490",27899,"Female",0.497956342477734
"640","16550",71482,"Female",0.508189961609555
"641","16610",11489,"Female",0.503748849037576
"642","16650",55325,"Female",0.505694490146613
"643","16700",59791,"Female",0.514101219239566
"644","16900",35015,"Female",0.511466549810108
"645","16950",50364,"Female",0.505408931259408
"646","17000",11288,"Female",0.491060164440771
"647","17040",9756,"Female",0.482540310614304
"648","17080",7119,"Female",0.494546717610281
"649","17100",19874,"Female",0.493004564397698
"650","17150",111750,"Female",0.511525926468434
"651","17200",100530,"Female",0.482449825794005
"652","17310",30581,"Female",0.512562224494243
"653","17350",3073,"Female",0.502945990180033
"654","17400",3375,"Female",0.50920337960169
"655","17420",79791,"Female",0.50743753299034
"656","17550",47261,"Female",0.517242888881593
"657","17620",7140,"Female",0.505952380952381
"658","17640",3785,"Female",0.491877842755036
"659","17650",3120,"Female",0.515873015873016
"660","17750",31880,"Female",0.511020277310251
"661","17850",1540,"Female",0.498059508408797
"662","17900",2875,"Female",0.47077124611102
"663","17950",1366,"Female",0.5
"664","18020",4692,"Female",0.5
"665","18050",34334,"Female",0.513889720409507
"666","18100",1831,"Female",0.499727074235808
"667","18200",3288,"Female",0.483956432146011
"668","18230",25505,"Female",0.509315653893005
"669","18250",38624,"Female",0.519824500013459
"670","18350",24988,"Female",0.521866254542417
"671","18400",24314,"Female",0.501123271295781
"672","18450",103087,"Female",0.506246623778422
"673","18500",29009,"Female",0.534826696165192
"674","18710",8209,"Female",0.508549126502292
"675","19399",492,"Female",0.465909090909091
"676","20110",6265,"Female",0.507821998865202
"677","20260",5449,"Female",0.469741379310345
"678","20570",52821,"Female",0.51945203862872
"679","20660",62644,"Female",0.514044229270094
"680","20740",16912,"Female",0.515546884526277
"681","20830",24938,"Female",0.514408300501248
"682","20910",50862,"Female",0.523880643134508
"683","21010",7149,"Female",0.515763653416059
"684","21110",87085,"Female",0.520746751499423
"685","21180",97079,"Female",0.499585732738435
"686","21270",3066,"Female",0.494436381228834
"687","21370",18765,"Female",0.506327406168209
"688","21450",47773,"Female",0.507532296447391
"689","21610",150274,"Female",0.502083187159415
"690","21670",6580,"Female",0.506348595613698
"691","21750",10489,"Female",0.500143047873355
"692","21830",7970,"Female",0.496542271509563
"693","21890",75816,"Female",0.516742889468985
"694","22110",22932,"Female",0.509147424511545
"695","22170",68727,"Female",0.512341307410748
"696","22250",5293,"Female",0.501753720731823
"697","22310",72735,"Female",0.516308784383319
"698","22410",9809,"Female",0.501559543897326
"699","22490",10675,"Female",0.492207672445592
"700","22620",56891,"Female",0.514957864532889
"701","22670",74506,"Female",0.490009865175929
"702","22750",120217,"Female",0.515004562415124
"703","22830",32125,"Female",0.503234801134139
"704","22910",7944,"Female",0.518199608610567
"705","22980",2872,"Female",0.502010138087747
"706","23110",45146,"Female",0.508526887291897
"707","23190",10067,"Female",0.512524182873434
"708","23270",99102,"Female",0.502097519455253
"709","23350",8097,"Female",0.507585255767302
"710","23430",77753,"Female",0.513597421212902
"711","23670",78793,"Female",0.511277658815132
"712","23810",37469,"Female",0.511473306305199
"713","23940",3668,"Female",0.488025545502927
"714","24130",23415,"Female",0.507917570498915
"715","24210",59953,"Female",0.515702550427939
"716","24250",4314,"Female",0.502562907735322
"717","24330",40883,"Female",0.496828213105192
"718","24410",56979,"Female",0.516226353555121
"719","24600",69823,"Female",0.513559234769305
"720","24650",68549,"Female",0.506109581152219
"721","24780",27398,"Female",0.508519247188092
"722","24850",20350,"Female",0.497336135686006
"723","24900",14598,"Female",0.501442704039571
"724","24970",92890,"Female",0.508657416026898
"725","25060",60280,"Female",0.51666652381483
"726","25150",16073,"Female",0.505154315167515
"727","25250",83051,"Female",0.510900724664427
"728","25340",80125,"Female",0.516938818960122
"729","25430",9375,"Female",0.499706838654656
"730","25490",8245,"Female",0.499848438920885
"731","25620",6771,"Female",0.493081852607049
"732","25710",31007,"Female",0.50604670899091
"733","25810",5785,"Female",0.505726025002186
"734","25900",51563,"Female",0.511218187045795
"735","25990",3408,"Female",0.470848300635535
"736","26080",1527,"Female",0.535226077812829
"737","26170",14644,"Female",0.510190572414033
"738","26260",8178,"Female",0.512920220772704
"739","26350",54462,"Female",0.524520379073889
"740","26430",5198,"Female",0.505937317500487
"741","26490",14818,"Female",0.504065040650406
"742","26610",10217,"Female",0.496356393315196
"743","26670",2907,"Female",0.485714285714286
"744","26700",14665,"Female",0.518014835747086
"745","26730",17502,"Female",0.520041598573763
"746","26810",21287,"Female",0.495242305097364
"747","26890",1941,"Female",0.497309761721753
"748","26980",84032,"Female",0.518466417403966
"749","27070",99952,"Female",0.506109139150645
"750","27170",20050,"Female",0.509516911895505
"751","27260",108319,"Female",0.498885419257376
"752","27350",44619,"Female",0.514892045651246
"753","27450",75717,"Female",0.506342911787718
"754","27630",3305,"Female",0.495205274198382
"755","29399",409,"Female",0.46689497716895
"756","30250",635,"Female",0.500394011032309
"757","30300",2129,"Female",0.486406214302033
"758","30370",6928,"Female",0.483832669879181
"759","30410",1419,"Female",0.495287958115183
"760","30450",123,"Female",0.460674157303371
"761","30760",958,"Female",0.503415659485024
"762","30900",201,"Female",0.471830985915493
"763","31000",574720,"Female",0.508082446702707
"764","31750",164,"Female",0.464589235127479
"765","31820",47180,"Female",0.507874312410519
"766","31900",8402,"Female",0.492093241185428
"767","31950",144,"Female",0.439024390243902
"768","32080",79508,"Female",0.506739918802302
"769","32250",947,"Female",0.483656792645557
"770","32260",13961,"Female",0.486005709113695
"771","32270",13240,"Female",0.472874031215401
"772","32310",5992,"Female",0.504546985517009
"773","32330",635,"Female",0.500394011032309
"774","32450",1327,"Female",0.437664907651715
"775","32500",1950,"Female",0.461429247515381
"776","32600",145,"Female",0.493197278911565
"777","32750",142,"Female",0.487972508591065
"778","32770",692,"Female",0.492526690391459
"779","32810",5758,"Female",0.491548574355472
"780","33100",369,"Female",0.461827284105131
"781","33200",756,"Female",0.4921875
"782","33220",51730,"Female",0.509635088272383
"783","33360",29989,"Female",0.486518494484101
"784","33430",285586,"Female",0.513901760055855
"785","33610",5288,"Female",0.497460018814675
"786","33620",24985,"Female",0.504146572771848
"787","33800",5332,"Female",0.489848415250345
"788","33830",423,"Female",0.46078431372549
"789","33960",97937,"Female",0.505525646121208
"790","33980",9516,"Female",0.454441260744986
"791","34420",493,"Female",0.522245762711864
"792","34530",17649,"Female",0.486573665637406
"793","34570",360,"Female",0.50561797752809
"794","34580",19309,"Female",0.500116553135279
"795","34590",153480,"Female",0.505890186099556
"796","34710",1869,"Female",0.510655737704918
"797","34770",56713,"Female",0.493289495429203
"798","34800",364,"Female",0.457286432160804
"799","34830",157,"Female",0.506451612903226
"800","34860",6150,"Female",0.485551871151113
"801","34880",10251,"Female",0.475529990258385
"802","35010",217136,"Female",0.510545447705395
"803","35250",579,"Female",0.506561679790026
"804","35300",9012,"Female",0.482673665042044
"805","35600",2180,"Female",0.506152774553053
"806","35670",464,"Female",0.484848484848485
"807","35740",26810,"Female",0.514103817906384
"808","35760",5129,"Female",0.489501813323153
"809","35780",1434,"Female",0.512875536480687
"810","35790",1235,"Female",0.504905968928863
"811","35800",824,"Female",0.502439024390244
"812","36070",378,"Female",0.504672897196262
"813","36150",377,"Female",0.463714637146371
"814","36250",75022,"Female",0.510319025916604
"815","36300",378,"Female",0.47787610619469
"816","36370",40321,"Female",0.505744675513634
"817","36510",20308,"Female",0.506787781992414
"818","36580",12215,"Female",0.496605277066309
"819","36630",16071,"Female",0.499316473000684
"820","36660",17831,"Female",0.507861008259755
"821","36720",152403,"Female",0.517731267431472
"822","36820",12617,"Female",0.508196721311475
"823","36910",82607,"Female",0.51379222410887
"824","36950",1826,"Female",0.505817174515235
"825","36960",2221,"Female",0.492024811696943
"826","37010",93402,"Female",0.50012583196346
"827","37300",1806,"Female",0.462483994878361
"828","37310",16322,"Female",0.488039708168879
"829","37340",16284,"Female",0.482088933625437
"830","37400",538,"Female",0.474426807760141
"831","37550",492,"Female",0.511434511434511
"832","37570",148,"Female",0.524822695035461
"833","37600",1278,"Female",0.499413833528722
"834","40070",10753,"Female",0.487377056610615
"835","40120",19528,"Female",0.502483081594319
"836","40220",13271,"Female",0.512928535538979
"837","40250",1190,"Female",0.522847100175747
"838","40310",11921,"Female",0.506027676373207
"839","40430",1234,"Female",0.485062893081761
"840","40520",5274,"Female",0.500142247510669
"841","40700",23185,"Female",0.527999817813304
"842","40910",25775,"Female",0.513814687823937
"843","41010",1716,"Female",0.503521126760563
"844","41060",57111,"Female",0.511019246772072
"845","41140",4531,"Female",0.502161143743766
"846","41190",843,"Female",0.476002258610954
"847","41330",801,"Female",0.454597048808173
"848","41560",7100,"Female",0.502157153971285
"849","41750",484,"Female",0.463157894736842
"850","41830",836,"Female",0.508825319537431
"851","41960",608,"Female",0.468412942989214
"852","42030",11937,"Female",0.518233915082053
"853","42110",2059,"Female",0.497823984526112
"854","42250",3690,"Female",0.449835426063635
"855","42600",18514,"Female",0.523585972850679
"856","42750",2297,"Female",0.488515525308379
"857","43080",526,"Female",0.48256880733945
"858","43220",516,"Female",0.486333647502356
"859","43360",1132,"Female",0.481907194550873
"860","43650",7290,"Female",0.494706840390879
"861","43710",2561,"Female",0.464791288566243
"862","43790",5747,"Female",0.500304692260817
"863","43920",4246,"Female",0.482445176684468
"864","44000",30,"Female",0.508474576271186
"865","44060",46003,"Female",0.519115755264168
"866","44210",4020,"Female",0.465170099514001
"867","44340",33531,"Female",0.517413779800941
"868","44550",17149,"Female",0.51348923556008
"869","44620",13538,"Female",0.515223017202009
"870","44830",1401,"Female",0.489175977653631
"871","45040",10381,"Female",0.497698724709943
"872","45090",3984,"Female",0.480521046918345
"873","45120",2213,"Female",0.489168877099912
"874","45290",18425,"Female",0.521039533963011
"875","45340",85155,"Female",0.510625667102407
"876","45400",449,"Female",0.501675977653631
"877","45540",848,"Female",0.505363528009535
"878","45680",45075,"Female",0.504352593653493
"879","45890",61132,"Female",0.504264620968407
"880","46090",6772,"Female",0.490440324449594
"881","46300",7138,"Female",0.507536973833902
"882","46450",8861,"Female",0.510308684634877
"883","46510",10226,"Female",0.498173137818483
"884","46670",4755,"Female",0.501846965699208
"885","46860",675,"Female",0.489840348330914
"886","46970",1663,"Female",0.42816683831102
"887","47140",69229,"Female",0.501735771385501
"888","47290",984,"Female",0.485446472619635
"889","47490",976,"Female",0.470588235294118
"890","47630",3139,"Female",0.47416918429003
"891","47700",49918,"Female",0.510753678351444
"892","47800",2619,"Female",0.486802973977695
"893","47910",1326,"Female",0.508045977011494
"894","47980",19949,"Female",0.528856605074097
"895","48050",7749,"Female",0.528400954653938
"896","48130",3338,"Female",0.490810174974268
"897","48260",3879,"Female",0.513774834437086
"898","48340",5784,"Female",0.495332705318147
"899","48410",29646,"Female",0.512011882350909
"900","48540",10910,"Female",0.499816749129558
"901","48640",608,"Female",0.4864
"902","48750",2612,"Female",0.506299670478775
"903","48830",5357,"Female",0.484533285094067
"904","49399",1370,"Female",0.388762769580023
"905","50080",18528,"Female",0.506464751387256
"906","50210",40002,"Female",0.502525062184367
"907","50250",3600,"Female",0.276370336250576
"908","50280",7133,"Female",0.500280544255856
"909","50350",7663,"Female",0.507752451630003
"910","50420",32501,"Female",0.502512485118357
"911","50490",19437,"Female",0.489819061539237
"912","50560",854,"Female",0.489398280802292
"913","50630",868,"Female",0.470715835140998
"914","50770",850,"Female",0.499706055261611
"915","50840",2394,"Female",0.513733905579399
"916","50910",482,"Female",0.494358974358974
"917","50980",8098,"Female",0.499198619159167
"918","51080",564,"Female",0.493006993006993
"919","51120",449,"Female",0.482795698924731
"920","51190",16275,"Female",0.509884394874526
"921","51260",18787,"Female",0.512102709480456
"922","51310",13657,"Female",0.509913004517791
"923","51330",44887,"Female",0.497726869511222
"924","51400",8733,"Female",0.510015768264907
"925","51470",260,"Female",0.474452554744526
"926","51540",2641,"Female",0.477749638205499
"927","51610",708,"Female",0.49789029535865
"928","51680",2695,"Female",0.49250730994152
"929","51750",5185,"Female",0.515715138253432
"930","51820",52908,"Female",0.506427498013841
"931","51890",4363,"Female",0.495908160945669
"932","51960",1680,"Female",0.465373961218837
"933","52030",466,"Female",0.44980694980695
"934","52100",545,"Female",0.475567190226876
"935","52170",3858,"Female",0.507832038962748
"936","52240",524,"Female",0.481175390266299
"937","52310",402,"Female",0.465816917728853
"938","52380",81,"Female",0.417525773195876
"939","52450",648,"Female",0.444749485243651
"940","52520",648,"Female",0.453463960811756
"941","52590",1516,"Female",0.471833177715531
"942","52660",7093,"Female",0.50545143590109
"943","52730",2949,"Female",0.50453378956373
"944","52800",3828,"Female",0.495213454075032
"945","52870",2972,"Female",0.506303236797274
"946","52940",344,"Female",0.498550724637681
"947","53010",325,"Female",0.484351713859911
"948","53080",348,"Female",0.450777202072539
"949","53150",3834,"Female",0.519793926247288
"950","53220",3527,"Female",0.333018600698706
"951","53290",7070,"Female",0.496628266366957
"952","53360",1296,"Female",0.475073313782991
"953","53430",14928,"Female",0.516664936143703
"954","53570",2511,"Female",0.481311098332375
"955","53640",558,"Female",0.459259259259259
"956","53710",518,"Female",0.501452081316554
"957","53780",58066,"Female",0.491780508668366
"958","53800",19465,"Female",0.5038308225915
"959","53920",1662,"Female",0.508412358519425
"960","53990",13269,"Female",0.499717546039995
"961","54060",1772,"Female",0.496497618380499
"962","54130",496,"Female",0.447249774571686
"963","54170",77905,"Female",0.504419048852342
"964","54200",28995,"Female",0.504708524082229
"965","54280",14384,"Female",0.478525566386107
"966","54310",9533,"Female",0.443952871047362
"967","54340",2030,"Female",0.489038785834739
"968","54410",611,"Female",0.499183006535948
"969","54480",247,"Female",0.441860465116279
"970","54550",980,"Female",0.493702770780856
"971","54620",393,"Female",0.450171821305842
"972","54690",198,"Female",0.478260869565217
"973","54760",362,"Female",0.473202614379085
"974","54830",18948,"Female",0.486869828870959
"975","54900",601,"Female",0.47397476340694
"976","54970",368,"Female",0.319167389418907
"977","55040",526,"Female",0.372785258681786
"978","55110",41620,"Female",0.515016148391967
"979","55180",4589,"Female",0.496108108108108
"980","55250",434,"Female",0.406747891283974
"981","55320",50782,"Female",0.517745175004843
"982","55390",177,"Female",0.361224489795918
"983","55460",1587,"Female",0.473731343283582
"984","55530",199,"Female",0.437362637362637
"985","55600",1170,"Female",0.481878088962109
"986","55670",352,"Female",0.469333333333333
"987","55740",4693,"Female",0.535914125842183
"988","55810",216,"Female",0.448132780082988
"989","55880",241,"Female",0.4573055028463
"990","55950",259,"Female",0.466666666666667
"991","56090",18257,"Female",0.478470529653799
"992","56160",69,"Female",0.450980392156863
"993","56230",8335,"Female",0.499161576236675
"994","56300",641,"Female",0.482680722891566
"995","56370",398,"Female",0.491965389369592
"996","56460",2642,"Female",0.511817125145293
"997","56580",10688,"Female",0.50603664599214
"998","56620",821,"Female",0.51120797011208
"999","56730",5387,"Female",0.484791216702664
"1000","56790",1588,"Female",0.47845736667671
"1001","56860",118,"Female",0.459143968871595
"1002","56930",943,"Female",0.57640586797066
"1003","57000",219,"Female",0.354943273905997
"1004","57080",10332,"Female",0.474010184887829
"1005","57140",566,"Female",0.493891797556719
"1006","57210",2467,"Female",0.485725536522938
"1007","57280",6744,"Female",0.466099937798051
"1008","57350",516,"Female",0.506378802747792
"1009","57420",790,"Female",0.455856895556838
"1010","57490",63083,"Female",0.50420416580079
"1011","57630",34,"Female",0.382022471910112
"1012","57700",13224,"Female",0.492825997838482
"1013","57770",433,"Female",0.457716701902748
"1014","57840",21440,"Female",0.510609921646145
"1015","57910",107542,"Female",0.511598036230781
"1016","57980",9934,"Female",0.513146340203523
"1017","58050",67372,"Female",0.503335798761309
"1018","58190",185,"Female",0.460199004975124
"1019","58260",290,"Female",0.488215488215488
"1020","58330",2188,"Female",0.492903807163776
"1021","58400",153,"Female",0.437142857142857
"1022","58470",119,"Female",0.428057553956835
"1023","58510",17562,"Female",0.501914832809374
"1024","58540",417,"Female",0.458241758241758
"1025","58570",16891,"Female",0.501320749117027
"1026","58610",941,"Female",0.508099352051836
"1027","58680",219,"Female",0.493243243243243
"1028","58760",95199,"Female",0.505807281151042
"1029","58820",2076,"Female",0.500482160077146
"1030","58890",392,"Female",0.484548825710754
"1031","59030",121,"Female",0.398026315789474
"1032","59100",343,"Female",0.477715877437326
"1033","59170",458,"Female",0.466870540265036
"1034","59250",237,"Female",0.319407008086253
"1035","59310",621,"Female",0.46656649135988
"1036","59320",194,"Female",0.474327628361858
"1037","59330",238,"Female",0.461240310077519
"1038","59340",3618,"Female",0.506155567991046
"1039","59350",120,"Female",0.356083086053412
"1040","59360",471,"Female",0.391846921797005
"1041","59370",1793,"Female",0.497226844148641
"1042","60210",3008,"Female",0.492791612057667
"1043","60410",8456,"Female",0.512112403100775
"1044","60610",9809,"Female",0.519132045514686
"1045","60810",10983,"Female",0.514137253066192
"1046","61010",998,"Female",0.466137319009808
"1047","61210",3876,"Female",0.489023467070401
"1048","61410",28234,"Female",0.515040405698754
"1049","61510",5011,"Female",0.500049895220038
"1050","61610",13031,"Female",0.527656300615484
"1051","61810",3298,"Female",0.498413178177422
"1052","62010",412,"Female",0.454746136865342
"1053","62210",3391,"Female",0.501330573625074
"1054","62410",2159,"Female",0.490681818181818
"1055","62610",23863,"Female",0.515923291462175
"1056","62810",25866,"Female",0.51281746267769
"1057","63010",8119,"Female",0.501203778010988
"1058","63210",2993,"Female",0.488413838120104
"1059","63410",776,"Female",0.489589905362776
"1060","63610",18525,"Female",0.516693163751987
"1061","63810",5447,"Female",0.509113001215067
"1062","64010",33706,"Female",0.516377117994914
"1063","64210",9857,"Female",0.511202157452546
"1064","64610",6458,"Female",0.503665574793324
"1065","64810",7282,"Female",0.505203274594145
"1066","65010",2930,"Female",0.484858513983121
"1067","65210",1154,"Female",0.486509274873524
"1068","65410",6861,"Female",0.505302695536898
"1069","65610",1992,"Female",0.480115690527838
"1070","65810",11589,"Female",0.510124130645303
"1071","70200",12621,"Female",0.509877590595079
"1072","70420",3231,"Female",0.4854996243426
"1073","70540",71,"Female",0.432926829268293
"1074","70620",1894,"Female",0.515093826488986
"1075","70700",623,"Female",0.472327520849128
"1076","71000",38355,"Female",0.486713872392264
"1077","71300",4551,"Female",0.504210059827166
"1078","72200",4658,"Female",0.47936605948338
"1079","72300",9689,"Female",0.406162230140432
"1080","72330",2891,"Female",0.479515674241168
"1081","72800",16749,"Female",0.495737879595099
"1082","73600",3182,"Female",0.489162182936203
"1083","74050",1226,"Female",0.499796167957603
"1084","74550",1369,"Female",0.487188612099644
"1085","74560",226,"Female",0.488120950323974
"1086","74660",3032,"Female",0.489980607627666
"1087","74680",1613,"Female",0.509475679090335
"1088","79399",3132,"Female",0.453453018676705
"1089","89399",201425,"Female",0.507550578671915
"1090","99399",2090,"Female",0.462082688481097
"1091","All",11519710,"Male",0.493233876840511
"1092","All",11835762,"Female",0.506766123159489
