"","LGA","m_count","f_count","m_percent","f_percent"
"271",36370,39402,40321,0.494217695607456,0.505744675513634
"272",36510,19761,20308,0.493137352765023,0.506787781992414
"273",36580,12381,12215,0.503354067569216,0.496605277066309
"274",36630,16111,16071,0.500559249363077,0.499316473000684
"275",36660,17285,17831,0.492309883224153,0.507861008259755
"276",36720,141965,152403,0.48227212968845,0.517731267431472
"277",36820,12214,12617,0.491964393603738,0.508196721311475
"278",36910,78166,82607,0.486170457584635,0.51379222410887
"279",36950,1788,1826,0.495290858725762,0.505817174515235
"280",36960,2295,2221,0.508418254319894,0.492024811696943
"281",37010,93352,93402,0.49985810438163,0.50012583196346
"282",37300,2097,1806,0.537003841229193,0.462483994878361
"283",37310,17128,16322,0.512139696208587,0.488039708168879
"284",37340,17495,16284,0.517940671442951,0.482088933625437
"285",37400,590,538,0.520282186948854,0.474426807760141
"286",37550,470,492,0.488565488565489,0.511434511434511
"287",37570,131,148,0.464539007092199,0.524822695035461
"288",37600,1278,1278,0.499413833528722,0.499413833528722
"289",40070,11310,10753,0.512622943389385,0.487377056610615
"290",40120,19338,19528,0.497594112652137,0.502483081594319
"291",40220,12601,13271,0.487032814130561,0.512928535538979
"292",40250,1080,1190,0.474516695957821,0.522847100175747
"293",40310,11638,11921,0.494014772051957,0.506027676373207
"294",40430,1307,1234,0.51375786163522,0.485062893081761
"295",40520,5268,5274,0.499573257467994,0.500142247510669
"296",40700,20723,23185,0.471931862175765,0.527999817813304
"297",40910,24386,25775,0.486125508332669,0.513814687823937
"298",41010,1697,1716,0.497946009389671,0.503521126760563
"299",41060,54650,57111,0.48899864887839,0.511019246772072
"300",41140,4488,4531,0.497395544719051,0.502161143743766
"301",41190,925,843,0.522303783173348,0.476002258610954
"302",41330,962,801,0.545970488081725,0.454597048808173
"303",41560,7038,7100,0.497772119669001,0.502157153971285
"304",41750,561,484,0.536842105263158,0.463157894736842
"305",41830,806,836,0.490566037735849,0.508825319537431
"306",41960,685,608,0.527734976887519,0.468412942989214
"307",42030,11098,11937,0.481809499001476,0.518233915082053
"308",42110,2079,2059,0.502659574468085,0.497823984526112
"309",42250,4507,3690,0.549433134219188,0.449835426063635
"310",42600,16847,18514,0.476442307692308,0.523585972850679
"311",42750,2405,2297,0.511484474691621,0.488515525308379
"312",43080,566,526,0.519266055045872,0.48256880733945
"313",43220,543,516,0.511781338360038,0.486333647502356
"314",43360,1215,1132,0.517241379310345,0.481907194550873
"315",43650,7438,7290,0.504750271444082,0.494706840390879
"316",43710,2954,2561,0.536116152450091,0.464791288566243
"317",43790,5737,5747,0.499434142944198,0.500304692260817
"318",43920,4560,4246,0.518122940574935,0.482445176684468
"319",44000,25,30,0.423728813559322,0.508474576271186
"320",44060,42609,46003,0.480816538400776,0.519115755264168
"321",44210,4617,4020,0.534251330710484,0.465170099514001
"322",44340,31270,33531,0.482524496566623,0.517413779800941
"323",44550,16246,17149,0.486450878821451,0.51348923556008
"324",44620,12737,13538,0.484738925254986,0.515223017202009
"325",44830,1458,1401,0.509078212290503,0.489175977653631
"326",45040,10474,10381,0.502157445584428,0.497698724709943
"327",45090,4308,3984,0.519599565794235,0.480521046918345
"328",45120,2315,2213,0.511715296198055,0.489168877099912
"329",45290,16931,18425,0.478790792375997,0.521039533963011
"330",45340,81610,85155,0.489368336471463,0.510625667102407
"331",45400,447,449,0.499441340782123,0.501675977653631
"332",45540,830,848,0.494636471990465,0.505363528009535
"333",45680,44296,45075,0.495636217159737,0.504352593653493
"334",45890,60100,61132,0.495751876598202,0.504264620968407
"335",46090,7036,6772,0.509559675550406,0.490440324449594
"336",46300,6930,7138,0.492747440273038,0.507536973833902
"337",46450,8501,8861,0.489576134531214,0.510308684634877
"338",46510,10296,10226,0.501583280557315,0.498173137818483
"339",46670,4720,4755,0.498153034300792,0.501846965699208
"340",46860,705,675,0.511611030478955,0.489840348330914
"341",46970,2217,1663,0.570803295571576,0.42816683831102
"342",47140,68753,69229,0.498285971053566,0.501735771385501
"343",47290,1047,984,0.51652688702516,0.485446472619635
"344",47490,1101,976,0.530858244937319,0.470588235294118
"345",47630,3480,3139,0.525679758308157,0.47416918429003
"346",47700,47813,49918,0.489215626087134,0.510753678351444
"347",47800,2758,2619,0.512639405204461,0.486802973977695
"348",47910,1281,1326,0.490804597701149,0.508045977011494
"349",47980,17771,19949,0.471116884494048,0.528856605074097
"350",48050,6914,7749,0.47146266621207,0.528400954653938
"351",48130,3465,3338,0.509483899426555,0.490810174974268
"352",48260,3676,3879,0.486887417218543,0.513774834437086
"353",48340,5893,5784,0.504667294681853,0.495332705318147
"354",48410,28250,29646,0.487901763354692,0.512011882350909
"355",48540,10920,10910,0.500274876305662,0.499816749129558
"356",48640,639,608,0.5112,0.4864
"357",48750,2550,2612,0.49428183756542,0.506299670478775
"358",48830,5704,5357,0.515918958031838,0.484533285094067
"359",49399,2154,1370,0.611237230419977,0.388762769580023
"360",50080,18051,18528,0.493425908208731,0.506464751387256
"361",50210,39594,40002,0.497399562825055,0.502525062184367
"362",50250,9427,3600,0.723706433287272,0.276370336250576
"363",50280,7131,7133,0.500140272127928,0.500280544255856
"364",50350,7427,7663,0.492115027829314,0.507752451630003
"365",50420,32178,32501,0.497518437775407,0.502512485118357
"366",50490,20248,19437,0.510256539488937,0.489819061539237
"367",50560,889,854,0.50945558739255,0.489398280802292
"368",50630,982,868,0.532537960954447,0.470715835140998
"369",50770,858,850,0.504409171075838,0.499706055261611
"370",50840,2263,2394,0.485622317596567,0.513733905579399
"371",50910,492,482,0.504615384615385,0.494358974358974
"372",50980,8117,8098,0.500369868080385,0.499198619159167
"373",51080,579,564,0.506118881118881,0.493006993006993
"374",51120,482,449,0.518279569892473,0.482795698924731
"375",51190,15645,16275,0.49014693442777,0.509884394874526
"376",51260,17908,18787,0.488142615711716,0.512102709480456
"377",51310,13123,13657,0.489974984131725,0.509913004517791
"378",51330,45294,44887,0.502239865164552,0.497726869511222
"379",51400,8387,8733,0.489809028791684,0.510015768264907
"380",51470,294,260,0.536496350364963,0.474452554744526
"381",51540,2889,2641,0.522612156295224,0.477749638205499
"382",51610,716,708,0.50351617440225,0.49789029535865
"383",51680,2781,2695,0.508223684210526,0.49250730994152
"384",51750,4875,5185,0.484881639148598,0.515715138253432
"385",51820,51565,52908,0.493572501986159,0.506427498013841
"386",51890,4435,4363,0.504091839054331,0.495908160945669
"387",51960,1931,1680,0.534903047091413,0.465373961218837
"388",52030,570,466,0.55019305019305,0.44980694980695
"389",52100,599,545,0.522687609075044,0.475567190226876
"390",52170,3736,3858,0.491773068316441,0.507832038962748
"391",52240,558,524,0.512396694214876,0.481175390266299
"392",52310,463,402,0.536500579374276,0.465816917728853
"393",52380,107,81,0.551546391752577,0.417525773195876
"394",52450,803,648,0.551132463967056,0.444749485243651
"395",52520,782,648,0.547235829251225,0.453463960811756
"396",52590,1698,1516,0.528478057889823,0.471833177715531
"397",52660,6938,7093,0.494406042898881,0.50545143590109
"398",52730,2904,2949,0.496834901625321,0.50453378956373
"399",52800,3899,3828,0.504398447606727,0.495213454075032
"400",52870,2899,2972,0.493867120954003,0.506303236797274
"401",52940,347,344,0.502898550724638,0.498550724637681
"402",53010,351,325,0.523099850968703,0.484351713859911
"403",53080,420,348,0.544041450777202,0.450777202072539
"404",53150,3539,3834,0.479799349240781,0.519793926247288
"405",53220,7060,3527,0.666603720139741,0.333018600698706
"406",53290,7165,7070,0.503301489182355,0.496628266366957
"407",53360,1428,1296,0.523460410557185,0.475073313782991
"408",53430,13965,14928,0.483335063856297,0.516664936143703
"409",53570,2702,2511,0.517922177496646,0.481311098332375
"410",53640,654,558,0.538271604938272,0.459259259259259
"411",53710,515,518,0.498547918683446,0.501452081316554
"412",53780,60000,58066,0.50816020597427,0.491780508668366
"413",53800,19167,19465,0.496117409535642,0.5038308225915
"414",53920,1599,1662,0.489140409911288,0.508412358519425
"415",53990,13284,13269,0.500282453960004,0.499717546039995
"416",54060,1799,1772,0.504062762678621,0.496497618380499
"417",54130,615,496,0.554553651938683,0.447249774571686
"418",54170,76539,77905,0.495574476350804,0.504419048852342
"419",54200,28458,28995,0.49536110289126,0.504708524082229
"420",54280,15675,14384,0.521474433613893,0.478525566386107
"421",54310,11943,9533,0.556186839286546,0.443952871047362
"422",54340,2124,2030,0.511683931582751,0.489038785834739
"423",54410,616,611,0.503267973856209,0.499183006535948
"424",54480,318,247,0.568872987477639,0.441860465116279
"425",54550,1005,980,0.506297229219144,0.493702770780856
"426",54620,478,393,0.547537227949599,0.450171821305842
"427",54690,217,198,0.524154589371981,0.478260869565217
"428",54760,403,362,0.526797385620915,0.473202614379085
"429",54830,19970,18948,0.513130171129041,0.486869828870959
"430",54900,663,601,0.522870662460568,0.47397476340694
"431",54970,790,368,0.685169124024284,0.319167389418907
"432",55040,883,526,0.625797306874557,0.372785258681786
"433",55110,39188,41620,0.484921980374445,0.515016148391967
"434",55180,4664,4589,0.504216216216216,0.496108108108108
"435",55250,632,434,0.592314901593252,0.406747891283974
"436",55320,47299,50782,0.48223443410173,0.517745175004843
"437",55390,311,177,0.63469387755102,0.361224489795918
"438",55460,1761,1587,0.525671641791045,0.473731343283582
"439",55530,257,199,0.564835164835165,0.437362637362637
"440",55600,1259,1170,0.518533772652389,0.481878088962109
"441",55670,401,352,0.534666666666667,0.469333333333333
"442",55740,4058,4693,0.463400708005025,0.535914125842183
"443",55810,262,216,0.54356846473029,0.448132780082988
"444",55880,284,241,0.538899430740038,0.4573055028463
"445",55950,295,259,0.531531531531532,0.466666666666667
"446",56090,19900,18257,0.521529470346201,0.478470529653799
"447",56160,87,69,0.568627450980392,0.450980392156863
"448",56230,8365,8335,0.500958198586657,0.499161576236675
"449",56300,685,641,0.515813253012048,0.482680722891566
"450",56370,408,398,0.504326328800989,0.491965389369592
"451",56460,2519,2642,0.48798915149167,0.511817125145293
"452",56580,10425,10688,0.493584584063255,0.50603664599214
"453",56620,784,821,0.488169364881694,0.51120797011208
"454",56730,5723,5387,0.515028797696184,0.484791216702664
"455",56790,1732,1588,0.521843928894245,0.47845736667671
"456",56860,132,118,0.513618677042802,0.459143968871595
"457",56930,692,943,0.422982885085575,0.57640586797066
"458",57000,397,219,0.643435980551053,0.354943273905997
"459",57080,11463,10332,0.525898059365968,0.474010184887829
"460",57140,582,566,0.507853403141361,0.493891797556719
"461",57210,2614,2467,0.514668241779878,0.485725536522938
"462",57280,7727,6744,0.53403828875527,0.466099937798051
"463",57350,504,516,0.494602551521099,0.506378802747792
"464",57420,941,790,0.542989036353145,0.455856895556838
"465",57490,62028,63083,0.495771856067267,0.50420416580079
"466",57630,53,34,0.595505617977528,0.382022471910112
"467",57700,13612,13224,0.507285804792606,0.492825997838482
"468",57770,510,433,0.539112050739958,0.457716701902748
"469",57840,20544,21440,0.489270999547501,0.510609921646145
"470",57910,102664,107542,0.488392449383468,0.511598036230781
"471",57980,9421,9934,0.486647037553593,0.513146340203523
"472",58050,66480,67372,0.496671672232557,0.503335798761309
"473",58190,217,185,0.539800995024876,0.460199004975124
"474",58260,306,290,0.515151515151515,0.488215488215488
"475",58330,2245,2188,0.505744537057896,0.492903807163776
"476",58400,191,153,0.545714285714286,0.437142857142857
"477",58470,158,119,0.568345323741007,0.428057553956835
"478",58510,17429,17562,0.498113746784796,0.501914832809374
"479",58540,494,417,0.542857142857143,0.458241758241758
"480",58570,16807,16891,0.498827649660167,0.501320749117027
"481",58610,907,941,0.489740820734341,0.508099352051836
"482",58680,226,219,0.509009009009009,0.493243243243243
"483",58760,93015,95199,0.494203345163964,0.505807281151042
"484",58820,2071,2076,0.499276759884282,0.500482160077146
"485",58890,418,392,0.516687268232386,0.484548825710754
"486",59030,182,121,0.598684210526316,0.398026315789474
"487",59100,378,343,0.526462395543176,0.477715877437326
"488",59170,521,458,0.531090723751274,0.466870540265036
"489",59250,510,237,0.68733153638814,0.319407008086253
"490",59310,708,621,0.531930879038317,0.46656649135988
"491",59320,215,194,0.525672371638142,0.474327628361858
"492",59330,271,238,0.525193798449612,0.461240310077519
"493",59340,3534,3618,0.494404029099049,0.506155567991046
"494",59350,221,120,0.655786350148368,0.356083086053412
"495",59360,731,471,0.608153078202995,0.391846921797005
"496",59370,1806,1793,0.500831946755408,0.497226844148641
"497",60210,3096,3008,0.507208387942333,0.492791612057667
"498",60410,8061,8456,0.488190406976744,0.512112403100775
"499",60610,9084,9809,0.480762106377349,0.519132045514686
"500",60810,10385,10983,0.486143619511282,0.514137253066192
"501",61010,1141,998,0.532928538066324,0.466137319009808
"502",61210,4046,3876,0.510471864748928,0.489023467070401
"503",61410,26587,28234,0.484996078002153,0.515040405698754
"504",61510,5015,5011,0.500449056980341,0.500049895220038
"505",61610,11668,13031,0.472465176546809,0.527656300615484
"506",61810,3318,3298,0.501435695934714,0.498413178177422
"507",62010,490,412,0.54083885209713,0.454746136865342
"508",62210,3375,3391,0.49896510940272,0.501330573625074
"509",62410,2238,2159,0.508636363636364,0.490681818181818
"510",62610,22388,23863,0.484033468099367,0.515923291462175
"511",62810,24573,25866,0.48718253732231,0.51281746267769
"512",63010,8079,8119,0.49873448978332,0.501203778010988
"513",63210,3133,2993,0.511259791122715,0.488413838120104
"514",63410,810,776,0.511041009463722,0.489589905362776
"515",63610,17327,18525,0.483278944579254,0.516693163751987
"516",63810,5256,5447,0.491260865501449,0.509113001215067
"517",64010,31569,33706,0.483638202040629,0.516377117994914
"518",64210,9425,9857,0.488797842547454,0.511202157452546
"519",64610,6359,6458,0.495944470441429,0.503665574793324
"520",64810,7134,7282,0.494935479395033,0.505203274594145
"521",65010,3116,2930,0.515637928181367,0.484858513983121
"522",65210,1222,1154,0.515177065767285,0.486509274873524
"523",65410,6719,6861,0.494844601561349,0.505302695536898
"524",65610,2159,1992,0.520366353338154,0.480115690527838
"525",65810,11131,11589,0.489963905273352,0.510124130645303
"526",70200,12131,12621,0.490082010261382,0.509877590595079
"527",70420,3425,3231,0.514650638617581,0.4854996243426
"528",70540,92,71,0.560975609756098,0.432926829268293
"529",70620,1780,1894,0.484090290998096,0.515093826488986
"530",70700,693,623,0.525398028809704,0.472327520849128
"531",71000,40446,38355,0.513248058474189,0.486713872392264
"532",71300,4478,4551,0.496122313317084,0.504210059827166
"533",72200,5062,4658,0.520942677781208,0.47936605948338
"534",72300,14169,9689,0.593963529658353,0.406162230140432
"535",72330,3144,2891,0.521479515674241,0.479515674241168
"536",72800,17042,16749,0.504410110696738,0.495737879595099
"537",73600,3320,3182,0.510376633358955,0.489162182936203
"538",74050,1227,1226,0.500203832042397,0.499796167957603
"539",74550,1445,1369,0.51423487544484,0.487188612099644
"540",74560,237,226,0.511879049676026,0.488120950323974
"541",74660,3159,3032,0.510504201680672,0.489980607627666
"542",74680,1554,1613,0.490840176879343,0.509475679090335
"543",79399,3778,3132,0.546981323295208,0.453453018676705
"544",89399,195432,201425,0.492449421328085,0.507550578671915
"545",99399,2432,2090,0.537696219323458,0.462082688481097
